GEOID_FIN,federal_transfers_real_2017,POPULATION,ID_NAME,STATE_FIPS,COUNTY_FIPS,tax_revenue_real_2017,B_B01,B_B21,B_B22,B_B30,B_B42,B_B46,B_B50,B_B79,B_B80,B_B89,T_T01,T_T09,T_T10,T_T13,T_T16,T_T19,T_T20,T_T22,T_T28,T_T29,YEAR,decade,federal_transfers_pc,tax_revenue_pc,log_transfers_pc,log_tax_pc
1653310,76355.30669381522,1485,MONONA CITY,16,022,558120.9322619351,,,,,,,36359.669854197724,,,39995.636839617495,425408.1372941134,132712.79496782168,,,,,,,,,1997,1990,51.41771494533011,375.8390116241987,3.9399827618252155,5.929160891129044
1653625,138166.74544595135,3759,MONTICELLO CITY,16,053,2063411.264225721,,,,,,,130894.81147511181,,,7271.933970839545,1710722.466640003,352688.7975857179,,,,,,,,,1997,1990,36.756250451170885,548.9255823957757,3.6043082915008,6.307962881129972
1654120,369050.6490201069,833,MORNING SUN CITY,16,058,141802.71243137112,,,,,,,,,,369050.6490201069,141802.71243137112,,,,,,,,,,1997,1990,443.03799402173695,170.23134745662801,6.093655531653591,5.137158379301396
1654480,49085.55430316693,1694,MOUNT AYR CITY,16,080,725375.4135912446,,,,,,,,,,49085.55430316693,725375.4135912446,,,,,,,,,,1997,1990,28.976124145907278,428.20272348951863,3.3664721855709763,6.059596736456511
1654705,152710.61338763044,8223,MOUNT PLEASANT CITY,16,044,4739482.965494674,,,,,,,110896.99305530306,,,41813.62033232738,3897756.608369996,719921.4631131149,,,,121804.89401156237,,,,,1997,1990,18.571155708090775,576.3690825118173,2.9216096086510652,6.356748223741254
1654840,52721.5212885867,3783,MOUNT VERNON CITY,16,057,1777987.8558702688,,,,,,,,,,52721.5212885867,1768897.9384067194,,,,,9089.917463549431,,,,,1997,1990,13.936431744273513,469.99414641032746,2.634506400132092,6.152720240180435
1655110,2663345.8168199835,23096,MUSCATINE CITY,16,070,17881685.63429444,,,,,,,2108860.851543468,,,554484.9652765153,13427626.07715522,3932298.294731484,,,,521761.2624077373,,,,,1997,1990,115.31632390110771,774.2330115298943,4.7476789948870435,6.651872876771959
1655560,369050.6490201069,893,NEOLA CITY,16,078,279969.45787732245,,,,,,,369050.6490201069,,,,145438.6794167909,134530.77846053158,,,,,,,,,1997,1990,413.27060360594277,313.51563032174965,6.024102592943936,5.747849216315777
1655695,254517.68897938408,6052,NEVADA CITY,16,085,4183180.016725448,,,,,,,,,,254517.68897938408,3199650.9471694,958077.3006581101,,,,25451.768897938407,,,,,1997,1990,42.05513697610444,691.2062155858308,3.738981542479705,6.538438209905767
1655965,34541.68636148784,1056,NEWELL CITY,16,011,421772.1703086936,,,,,,,,,,34541.68636148784,303603.243282551,118168.9270261426,,,,,,,,,1997,1990,32.709930266560455,399.40546430747503,3.487678709678881,5.9899771021787505
1656055,110896.99305530306,940,NEWHALL CITY,16,006,338144.92964403884,,,,,,,,,,110896.99305530306,338144.92964403884,,,,,,,,,,1997,1990,117.97552452691815,359.72864855748816,4.770477183687909,5.885349993227799
1656505,459949.82365560124,15116,NEWTON CITY,16,050,12076864.342071773,,,,,76355.30669381522,,150892.62989492057,,,232701.88706686543,11738719.412427735,,,,,338144.92964403884,,,,,1997,1990,30.428011620508155,798.9457754744492,3.4153636190367878,6.6832930779745086
1656910,287241.39184816205,1485,NORA SPRINGS CITY,16,034,583572.7011598735,,,,,,,287241.39184816205,,,,543577.064320256,36359.669854197724,,,,3635.9669854197723,,,,,1997,1990,193.42854669909903,392.97824993930874,5.264908176568814,5.973754266671863
1657135,3635.9669854197723,157,NORTH BUENA VISTA CITY,16,022,21815.801912518633,,,,,,,,,,3635.9669854197723,10907.900956259316,,,,,10907.900956259316,,,,,1997,1990,23.159025384839314,138.9541523090359,3.142384569990284,4.9341440392183396
1657225,38177.65334690761,985,NORTH ENGLISH CITY,16,048,390866.45093262556,,,,,,,,,,38177.65334690761,241791.80453041487,149074.64640221067,,,,,,,,,1997,1990,38.759038930870666,396.818731911295,3.657363991329981,5.983479581734221
1657360,361778.71504926734,4039,NORTH LIBERTY CITY,16,052,1932516.452750609,,,,,,,361778.71504926734,,,,1883430.898447442,,,,,49085.55430316693,,,,,1997,1990,89.57135802160617,478.4640883264692,4.495035603939726,6.170581157557182
1657630,41813.62033232738,1921,NORTHWOOD CITY,16,098,1432570.9922553904,,,,,,,41813.62033232738,,,,1432570.9922553904,,,,,,,,,,1997,1990,21.766590490540022,745.742317675893,3.08037624793924,6.61438012186797
1658080,7271.933970839545,1479,OAKLAND CITY,16,078,499945.4604952187,,,,,,,,,,7271.933970839545,279969.45787732245,219976.00261789624,,,,,,,,,1997,1990,4.916791055334378,338.02938505423845,1.5926560931877378,5.823132829734418
1658395,1478020.5795731375,451,OAKVILLE CITY,16,058,103625.05908446352,,,,,,,,,,1478020.5795731375,103625.05908446352,,,,,,,,,,1997,1990,3277.207493510283,229.76731504315634,8.094746964823779,5.437067123110519
1658620,212704.0686470567,6395,OELWEIN CITY,16,033,2817874.4137003236,,,,,,,45449.58731774716,,,167254.48132930952,2152492.4553685053,665381.9583318183,,,,,,,,,1997,1990,33.26099587913318,440.6371248944994,3.50438541556346,6.0882216906789965
1658665,158164.5638657601,1986,OGDEN CITY,16,008,689015.7437370468,,,,,,,,,,158164.5638657601,514489.3284368978,174526.41530014906,,,,,,,,,1997,1990,79.63976025466269,346.93642685651906,4.377513468828113,5.849141555255955
1658890,607206.486565102,204,OLDS CITY,16,044,65447.405737555906,,,,,,,,,,607206.486565102,47267.570810457044,18179.834927098862,,,,,,,,,1997,1990,2976.502385123049,320.8206163605682,7.998504193911131,5.770882139390541
1659475,14543.86794167909,5375,ORANGE CITY CITY,16,084,2626986.1469657854,,,,,,,,,,14543.86794167909,2067047.2312111405,559938.9157546449,,,,,,,,,1997,1990,2.705835896126342,488.74160873782057,0.9954108834626194,6.191833942329316
1659520,230883.90357415556,95,ORCHARD CITY,16,066,14543.86794167909,,,,,,,,,,230883.90357415556,7271.933970839545,7271.933970839545,,,,,,,,,1997,1990,2430.356879727953,153.09334675451672,7.795793389636698,5.031047844857942
1659745,94535.14162091409,3472,OSAGE CITY,16,066,1907064.6838526707,,,,,,,,,,94535.14162091409,1901610.733374541,,,,,5453.950478129658,,,,,1997,1990,27.227863370078943,549.2697822156309,3.3042408375798336,6.308589727394703
1659835,885357.9609497146,4215,OSCEOLA CITY,16,020,3608697.2330291243,,,,,,,,,,885357.9609497146,3608697.2330291243,,,,,,,,,,1997,1990,210.04933830360963,856.155927171797,5.347342447425281,6.752452517463982
1659925,1428935.0252699705,10594,OSKALOOSA CITY,16,062,6546558.5572483,,,,,,379958.5499763662,1041704.5413227648,,,7271.933970839545,5408500.890811912,1130785.7324655491,,,,7271.933970839545,,,,,1997,1990,134.88153910420715,617.9496467102416,4.904396905103382,6.42640697632305
1660465,3817765.334690761,24187,OTTUMWA CITY,16,090,14394793.295276878,,,,,10907.900956259316,,1690724.6482201943,,,2116132.7855143077,14080282.15103807,,,,,314511.1442388103,,,,,1997,1990,157.84369019269693,595.145875688464,5.061605240766315,6.388806544720876
1660645,205432.13467621713,648,OXFORD CITY,16,052,254517.68897938408,,,,,,,205432.13467621713,,,,254517.68897938408,,,,,,,,,,1997,1990,317.0248991916931,392.7742113879384,5.758980317138713,5.973234921035677
1661320,3635.9669854197723,1130,PANORA CITY,16,039,587208.6681452933,,,,,,,,,,3635.9669854197723,587208.6681452933,,,,,,,,,,1997,1990,3.2176698986015686,519.6536886241533,1.1686574636322062,6.253162606294917
1661590,7271.933970839545,1904,PARKERSBURG CITY,16,012,845362.3241100971,,,,,,,,,,7271.933970839545,803548.7037777697,38177.65334690761,,,,3635.9669854197723,,,,,1997,1990,3.8192930519115253,443.9928172847149,1.340065340547227,6.095808385014693
1662040,32723.702868777953,9642,PELLA CITY,16,063,3708686.325128168,,,,,,,,,,32723.702868777953,3701414.391157328,,,,,7271.933970839545,,,,,1997,1990,3.3938708638019035,384.63869789754904,1.2219711177092443,5.9523044466513415
1662355,296331.30931171146,7269,PERRY CITY,16,025,3192379.01319856,,,,,,36359.669854197724,,,,259971.63945751372,3185107.079227721,,,,,7271.933970839545,,,,,1997,1990,40.7664478348757,439.1771926260229,3.707859386100774,6.084902959489074
1662445,12725.884448969204,301,PERSIA CITY,16,043,69083.37272297568,,,,,,,,,,12725.884448969204,69083.37272297568,,,,,,,,,,1997,1990,42.2786858769741,229.51286618928796,3.744283079085085,5.435959089756157
1662760,3635.9669854197723,336,PIERSON CITY,16,097,139984.72893866122,,,,,,,3635.9669854197723,,,,79991.27367923499,59993.45525942624,,,,,,,,,1997,1990,10.821330313749323,416.62121707934887,2.381519215375388,6.032177456669126
1663525,41813.62033232738,4586,PLEASANT HILL CITY,16,077,3319637.8576882523,,,,,,,,,,41813.62033232738,3319637.8576882523,,,,,,,,,,1997,1990,9.117666884502263,723.8634665696145,2.210213947289947,6.584602792515711
1663750,59993.45525942624,1584,PLEASANTVILLE CITY,16,063,356324.7645711377,,,,,,,,,,59993.45525942624,352688.7975857179,,,,,3635.9669854197723,,,,,1997,1990,37.87465609812263,224.95250288581929,3.634282183870756,5.415889281634794
1664020,30905.719376068064,2092,POLK CITY CITY,16,077,1163509.4353343272,,,,,,,,,,30905.719376068064,701741.6281860161,461767.8071483111,,,,,,,,,1997,1990,14.773288420682631,556.1708581904049,2.6928207136500495,6.321075545947551
1664740,43631.603825037266,940,PRINCETON CITY,16,082,349052.8306002981,,,,,,,,,,43631.603825037266,170890.4483147293,174526.41530014906,,,,3635.9669854197723,,,,,1997,1990,46.41659981386943,371.33279851095546,3.837657149862543,5.917098691542379
1665955,596298.5856088427,192,REASNOR CITY,16,050,32723.702868777953,,,,,,,,,,596298.5856088427,32723.702868777953,,,,,,,,,,1997,1990,3105.7218000460557,170.43595244155185,8.04100143113501,5.13835958064703
1666000,21815.801912518633,119,REDDING CITY,16,080,5453.950478129658,,,,,,,,,,21815.801912518633,5453.950478129658,,,,,,,,,,1997,1990,183.3260664917532,45.8315166229383,5.211266351455118,3.8249719903352273
1666135,387230.48394720576,6244,RED OAK CITY,16,069,3174199.1782714613,,,,,,,325419.04519506963,,,61811.43875213613,3165109.260807912,,,,,9089.917463549431,,,,,1997,1990,62.016413188213605,508.35989402169463,4.12739907885275,6.231189649542872
1666405,5453.950478129658,1556,REMSEN CITY,16,075,510853.36145147803,,,,,,,,,,5453.950478129658,510853.36145147803,,,,,,,,,,1997,1990,3.505109561779986,328.31192895339206,1.2542217787084198,5.793964159374056
1666585,56357.48827400647,809,RICEVILLE CITY,16,066,272697.5239064829,,,,,,,,,,56357.48827400647,190888.26673453805,81809.25717194488,,,,,,,,,1997,1990,69.66314990606486,337.07975760999125,4.243671482205301,5.820319571816411
1666720,190888.26673453805,505,RICHLAND CITY,16,054,134530.77846053158,,,,,,,,,,190888.26673453805,134530.77846053158,,,,,,,,,,1997,1990,377.99656779116447,266.39758110996354,5.93488511566081,5.584989858707457
1667440,34541.68636148784,914,RIVERSIDE CITY,16,092,363596.69854197727,,,,,,,,,,34541.68636148784,363596.69854197727,,,,,,,,,,1997,1990,37.79177938893637,397.80820409406704,3.6320916024909375,5.985969989872534
1668070,52721.5212885867,831,ROCKFORD CITY,16,034,218158.01912518634,,,,,,,,,,52721.5212885867,198160.2007053776,19997.818419808747,,,,,,,,,1997,1990,63.44346725461697,262.5246920880702,4.150149229909673,5.570345142705245
1668295,1817.9834927098861,1910,ROCKWELL CITY CITY,16,013,729011.3805766643,,,,,,,,,,1817.9834927098861,729011.3805766643,,,,,,,,,,1997,1990,0.9518238181727152,381.6813510872588,-0.049375326262028535,5.944586101044541
1668475,58175.47176671636,1023,ROLAND CITY,16,085,456313.85667018144,,,,,,,,,,58175.47176671636,303603.243282551,152710.61338763044,,,,,,,,,1997,1990,56.86751883354483,446.05460085061725,4.040724331626747,6.100441367958805
1669510,447223.939206632,687,SABULA CITY,16,049,159982.54735846998,,,,,,,447223.939206632,,,,92717.1581282042,67265.38923026579,,,,,,,,,1997,1990,650.9809886559418,232.87124797448323,6.478480438488661,5.450485717034504
1669735,89081.19114278443,1057,ST ANSGAR CITY,16,066,676289.8592880777,,,,,,,89081.19114278443,,,,570846.8167109042,105443.0425771734,,,,,,,,,1997,1990,84.2773804567497,639.8201128553242,4.4341135070190365,6.461187063181556
1669915,1817.9834927098861,609,ST CHARLES CITY,16,061,143620.69592408102,,,,,,,,,,1817.9834927098861,143620.69592408102,,,,,,,,,,1997,1990,2.985194569310158,235.8303709755025,1.0936649270687502,5.463112779535772
1671130,332690.9791659092,820,SCHLESWIG CITY,16,024,225429.95309602589,,,,,,,,,,332690.9791659092,225429.95309602589,,,,,,,,,,1997,1990,405.72070629988923,274.914576946373,6.0056650073617694,5.616460420125385
1671310,158164.5638657601,563,SCRANTON CITY,16,037,178162.38228556886,,,,,,,114532.96004072283,,,43631.603825037266,178162.38228556886,,,,,,,,,,1997,1990,280.9317297793252,316.4518335445273,5.6381116852935405,5.757171045309529
1671625,607206.486565102,3079,SERGEANT BLUFF CITY,16,097,1158055.4848561976,,,,,,596298.5856088427,,,,10907.900956259316,634476.2389557502,472675.7081045704,,,,50903.537795876815,,,,,1997,1990,197.20899206401495,376.114155523286,5.284264039830847,5.92989270242631
1671760,458131.8401628913,774,SEYMOUR CITY,16,093,187252.29974911828,,,,,,,458131.8401628913,,,,187252.29974911828,,,,,,,,,,1997,1990,591.9016022776374,241.928035851574,6.383340408700343,5.488640309418556
1672300,250881.7219939643,626,SHELBY CITY,16,083,110896.99305530306,,,,,,,,,,250881.7219939643,110896.99305530306,,,,,,,,,,1997,1990,400.76952395201965,177.1517460947333,5.993386508835753,5.1770066878518595
1672525,118168.9270261426,5516,SHENANDOAH CITY,16,073,3946842.1626731628,,,,,,,45449.58731774716,,,72719.33970839545,3132385.557939134,814456.604734029,,,,,,,,,1997,1990,21.422938184579877,715.5261353649679,3.064462225761092,6.573018125743746
1672975,1141693.6334218085,2795,SIBLEY CITY,16,072,1159873.4683489073,,,,,,,,,,1141693.6334218085,1159873.4683489073,,,,,,,,,,1997,1990,408.4771497036882,414.98156291553033,6.012435975657646,6.0282340925342375
1673110,99989.09209904374,2043,SIGOURNEY CITY,16,054,707195.5786641458,,,,,,,,,,99989.09209904374,705377.5951714359,,,,,1817.9834927098861,,,,,1997,1990,48.94228688156816,346.15544721690935,3.890641785193496,5.846887943579471
1673155,16361.851434388976,255,SILVER CITY CITY,16,065,47267.570810457044,,,,,,,,,,16361.851434388976,47267.570810457044,,,,,,,,,,1997,1990,64.16412327211363,185.36302278610606,4.161444226956441,5.222316187641703
1673290,614478.4205359415,5599,SIOUX CENTER CITY,16,084,3328727.7751518018,,,,,,581754.7176671636,,,,32723.702868777953,2759698.941933607,550848.9982910955,,,,18179.834927098862,,,,,1997,1990,109.74788721842141,594.5218387483125,4.698185800912772,6.387757450104265
1673335,26840708.28636876,83791,SIOUX CITY CITY,16,097,62909500.7817329,,,,,,,13673053.848671054,,,13167654.437697707,56372032.14194815,5184888.921208596,,,,1352579.7185761554,,,,,1997,1990,320.32925118889574,750.7906670374252,5.76934937679402,6.621126873944395
1673425,16361.851434388976,767,SIOUX RAPIDS CITY,16,011,294513.3258190016,,,,,,,,,,16361.851434388976,214522.05213976657,79991.27367923499,,,,,,,,,1997,1990,21.33227044900779,383.98086808214026,3.0602209707476105,5.950592728643775
1673605,30905.719376068064,1004,SLOAN CITY,16,097,389048.46743991564,,,,,,,,,,30905.719376068064,225429.95309602589,163618.51434388975,,,,,,,,,1997,1990,30.782589019988112,387.4984735457327,3.426949238583189,5.959711909548824
1673875,447223.939206632,1059,SOLON CITY,16,052,407228.3023670145,,,,,,,447223.939206632,,,,407228.3023670145,,,,,,,,,,1997,1990,422.3077801762342,384.54041772144905,6.045734385109603,5.95204890103228
1674280,167254.48132930952,11194,SPENCER CITY,16,021,5266698.178380541,,,,,,,,,,167254.48132930952,5266698.178380541,,,,,,,,,,1997,1990,14.941440175925454,470.49295858321784,2.7041385723763827,6.153780993096692
1674910,83627.24066465476,427,STANHOPE CITY,16,040,99989.09209904374,,,,,,,,,,83627.24066465476,99989.09209904374,,,,,,,,,,1997,1990,195.84833879310247,234.16649203523124,5.277340578039118,5.456032366782494
1675630,47267.570810457044,8880,STORM LAKE CITY,16,011,4446787.623168382,,,,,,,,,,47267.570810457044,3425080.9002654254,1021706.7229029561,,,,,,,,,1997,1990,5.322924640817234,500.76437197842137,1.6720228968139135,6.216135675039549
1675675,39995.636839617495,2918,STORY CITY CITY,16,085,2432461.913245828,,,,,,,,,,39995.636839617495,1917972.58480893,447223.939206632,,,,67265.38923026579,,,,,1997,1990,13.706523934070423,833.6058647175558,2.617871919054232,6.72576070638409
1675855,61811.43875213613,1326,STRAWBERRY POINT CITY,16,022,494491.510017089,,,,,,,61811.43875213613,,,,383594.51696178596,109079.00956259317,,,,1817.9834927098861,,,,,1997,1990,46.61496135153554,372.91969081228433,3.8419215486490006,5.921363090328836
1675990,43631.603825037266,1529,STUART CITY,16,039,785368.8688506709,,,,,,,,,,43631.603825037266,785368.8688506709,,,,,,,,,,1997,1990,28.536039126904686,513.6487042842845,3.3511678191975305,6.241539577093695
1676035,416318.21983056393,827,SULLY CITY,16,050,292695.34232629166,,,,,,,416318.21983056393,,,,292695.34232629166,,,,,,,,,,1997,1990,503.4077627939104,353.9242349773781,6.221400503309195,5.869082864739418
1676620,76355.30669381522,186,SWALEDALE CITY,16,017,78173.2901865251,,,,,,,76355.30669381522,,,,41813.62033232738,36359.669854197724,,,,,,,,,1997,1990,410.51240157965174,420.28650637916724,6.0174061393488145,6.0409366367590085
1676935,1817.9834927098861,998,TABOR CITY,16,036,230883.90357415556,,,,,,,,,,1817.9834927098861,170890.4483147293,59993.45525942624,,,,,,,,,1997,1990,1.8216267462022908,231.34659676769093,0.5997299184671832,5.443917004925774
1677115,41813.62033232738,2794,TAMA CITY,16,086,1087154.128640512,,,,,,,,,,41813.62033232738,1087154.128640512,,,,,,,,,,1997,1990,14.965504771770716,389.1031240660387,2.7057478708908898,5.963844408912371
1677745,19997.818419808747,478,THOMPSON CITY,16,095,159982.54735846998,,,,,,,,,,19997.818419808747,159982.54735846998,,,,,,,,,,1997,1990,41.83644020880491,334.6915216704393,3.7337677350855616,5.813209276765398
1677790,121804.89401156237,204,THOR CITY,16,046,27269.752390648293,,,,,,,,,,121804.89401156237,27269.752390648293,,,,,,,,,,1997,1990,597.0828137821685,133.67525681690339,6.392055820325397,4.895413402036641
1677970,387230.48394720576,231,THURMAN CITY,16,036,30905.719376068064,,,,,,,,,,387230.48394720576,19997.818419808747,10907.900956259316,,,,,,,,,1997,1990,1676.3224413298951,133.7909929699916,7.424357649966279,4.896278828313069
1678285,98171.10860633386,2967,TIPTON CITY,16,016,1079882.1946696725,,,,,,,98171.10860633386,,,,1079882.1946696725,,,,,,,,,,1997,1990,33.087667208066684,363.9643392887336,3.4991606210521,5.89705589385047
1679905,139984.72893866122,754,URBANA CITY,16,006,203614.15118350726,,,,,,,,,,139984.72893866122,203614.15118350726,,,,,,,,,,1997,1990,185.65613917594328,270.0452933468266,5.223896248624375,5.598589698065785
1680985,605388.5030723921,1301,VILLISCA CITY,16,069,394502.4179180453,,,,,,,,,,605388.5030723921,305421.2267752609,89081.19114278443,,,,,,,,,1997,1990,465.32552119322986,303.2301444412339,6.1427372062465855,5.714492069806601
1681210,5453.950478129658,5387,VINTON CITY,16,006,1968876.1226048067,,,,,,,1817.9834927098861,,,3635.9669854197723,1965240.155619387,,,,,3635.9669854197723,,,,,1997,1990,1.0124281563262778,365.48656443378627,0.012351560766223022,5.901229519099104
1681705,10907.900956259316,1437,WALCOTT CITY,16,082,1083518.1616550921,,,,,,,,,,10907.900956259316,801730.7202850598,276333.4908919027,,,,5453.950478129658,,,,,1997,1990,7.5907452722750985,754.0140303793265,2.026929777927677,6.625410975764972
1681975,136348.76195324145,225,WALLINGFORD CITY,16,032,45449.58731774716,,,,,,,,,,136348.76195324145,45449.58731774716,,,,,,,,,,1997,1990,605.994497569962,201.99816585665403,6.406870906110537,5.308258617442427
1682335,23633.785405228522,7270,WASHINGTON CITY,16,092,3166927.2443006216,,,,,,,,,,23633.785405228522,3166927.2443006216,,,,,,,,,,1997,1990,3.2508645674317087,435.6158520358489,1.178920981712619,6.07676078166353
1682425,41570010.54430426,65022,WATERLOO CITY,16,007,57600988.98302004,,,,,,3054212.2677526088,14658400.901719812,,,23857397.374831837,44206086.608733594,12196851.252590626,,,,1198051.1216958151,,,,,1997,1990,639.3222377703586,885.8692286152385,6.460408611729512,6.786569342211767
1682740,38177.65334690761,3934,WAUKON CITY,16,003,2488819.401519834,,,,,,,38177.65334690761,,,,1901610.733374541,576300.7671890339,,,,10907.900956259316,,,,,1997,1990,9.70453821731256,632.6434675952806,2.2725936335530657,6.449907021118092
1682875,832636.4396611279,8650,WAVERLY CITY,16,009,4563138.5667018145,,,,,,,,,,832636.4396611279,4563138.5667018145,,,,,,,,,,1997,1990,96.25854793770264,527.5304701389381,4.567037778966907,6.268206626978552
1683550,216340.03563247647,810,WEST BEND CITY,16,074,287241.39184816205,,,,,,,,,,216340.03563247647,287241.39184816205,,,,,,,,,,1997,1990,267.0864637437981,354.61900228168156,5.587572440223692,5.871043980139129
1683595,38177.65334690761,2110,WEST BRANCH CITY,16,016,818092.5717194488,,,,,,,,,,38177.65334690761,818092.5717194488,,,,,,,,,,1997,1990,18.09367457199413,387.72159797130274,2.895562406031958,5.9602875510729
1683685,41813.62033232738,3226,WEST BURLINGTON CITY,16,029,2997854.7794786026,,,,,,,,,,41813.62033232738,2317928.953205105,665381.9583318183,,,,14543.86794167909,,,,,1997,1990,12.961444616344508,929.2792248848737,2.5619791520226425,6.834409258653092
1683910,4339526.597098499,40380,WEST DES MOINES CITY,16,077,39253899.57459186,,,,,,,3672326.65527397,,,667199.9418245283,37930407.59189907,,,,,1323491.9826927972,,,,,1997,1990,107.46722627782314,972.1124213618589,4.677185929250649,6.879471457609659
1684315,908991.7463549431,2976,WEST LIBERTY CITY,16,070,1167145.402319747,,,,,,,,,,908991.7463549431,1167145.402319747,,,,,,,,,,1997,1990,305.4407749848599,392.1859550805602,5.721755897247856,5.971736102515626
1684450,25451.768897938407,265,WEST OKOBOJI CITY,16,030,127258.84448969204,,,,,,,,,,25451.768897938407,127258.84448969204,,,,,,,,,,1997,1990,96.04441093561663,480.22205467808317,4.564810698407683,6.174248610841784
1684585,481765.62556811987,1135,WEST POINT CITY,16,056,343598.8801221685,,,,,,,,,,481765.62556811987,187252.29974911828,156346.5803730502,,,,,,,,,1997,1990,424.4631062274184,302.73029085653616,6.050825090849366,5.7128422799227865
1684765,761735.0834454424,2598,WEST UNION CITY,16,033,1338035.8506344762,,,,,,,,,,761735.0834454424,1088972.112133222,243609.78802312474,,,,5453.950478129658,,,,,1997,1990,293.2005709951664,515.0253466645405,5.68085691747024,6.244216116276979
1684945,701741.6281860161,738,WHEATLAND CITY,16,023,178162.38228556886,,,,,,,701741.6281860161,,,,178162.38228556886,,,,,,,,,,1997,1990,950.8694148862007,241.41244212136704,6.857376739643006,5.486506848848746
1685215,21815.801912518633,688,WHITING CITY,16,067,296331.30931171146,,,,,,,,,,21815.801912518633,227247.93658873579,69083.37272297568,,,,,,,,,1997,1990,31.70901440773057,430.71411237167365,3.4566010066333037,6.065444557652066
1686070,54539.504781296586,2687,WILTON CITY,16,070,1859797.1130422135,,,,,,,,,,54539.504781296586,1467112.678616878,392684.43442533544,,,,,,,,,1997,1990,20.297545508484028,692.1463018393054,3.0104999678253113,6.539797352114782
1686250,223611.969603316,5036,WINDSOR HEIGHTS CITY,16,077,3674144.63876668,,,,,,,,,,223611.969603316,3637784.9689124823,,,,,36359.669854197724,,,,,1997,1990,44.40269452011835,729.5759806923511,3.793300154986827,6.592463517018031
1686565,149074.64640221067,769,WINTHROP CITY,16,010,190888.26673453805,,,,,,,,,,149074.64640221067,190888.26673453805,,,,,,,,,,1997,1990,193.85519688193844,248.22921551955534,5.267111472537256,5.514352575430527
1686835,354506.7810784278,1547,WOODBINE CITY,16,043,547213.0313056757,,,,,,,,,,354506.7810784278,547213.0313056757,,,,,,,,,,1997,1990,229.15758311469153,353.7252949616521,5.434409902769327,5.868520608954457
1687240,94535.14162091409,677,WYOMING CITY,16,053,236337.8540522852,,,,,,,,,,94535.14162091409,176344.39879285896,59993.45525942624,,,,,,,,,1997,1990,139.63831849470324,349.095796236758,4.939055640447799,5.8553463723219545
1687690,643566.1564192998,98,ZWINGLE CITY,16,031,21815.801912518633,,,,,,,,,,643566.1564192998,7271.933970839545,14543.86794167909,,,,,,,,,1997,1990,6567.001596115304,222.6102235971289,8.78981262924185,5.405422365896076
1700100004,27269.752390648293,2139,HUMBOLDT CITY,17,001,636294.2224484602,,,,,,,27269.752390648293,,,,532669.1633639967,103625.05908446352,,,,,,,,,1997,1990,12.748832347194153,297.4727547678636,2.5454396867984515,5.695322640179701
1700100006,19997.818419808747,683,LA HARPE CITY,17,001,105443.0425771734,,,,,,,,,,19997.818419808747,76355.30669381522,29087.73588335818,,,,,,,,,1997,1990,29.279382752282206,154.38219996657892,3.3768836080062274,5.039431345754276
1700600001,136348.76195324145,348,BRONSON CITY,17,006,49085.55430316693,,,,,,,136348.76195324145,,,,49085.55430316693,,,,,,,,,,1997,1990,391.8067872219582,141.05044339990496,5.970768828540483,4.949117581008502
1700600002,487219.5760462495,8324,FORT SCOTT CITY,17,006,4324982.729156819,,,,,,,,,,487219.5760462495,2468821.5831000255,1796167.6907973676,,,,59993.45525942624,,,,,1997,1990,58.53190485899201,519.5798569385895,4.069571987775979,6.253020517568079
1700700010,638112.2059411701,84,WILLIS CITY,17,007,96353.12511362397,,,,,,,,,,638112.2059411701,96353.12511362397,,,,,,,,,,1997,1990,7596.573880252025,1147.0610132574282,8.9354526194012,7.0449583094874555
1700800001,19997.818419808747,8641,AUGUSTA CITY,17,008,2972403.010580664,,,,,,,,,,19997.818419808747,2239755.6630185796,732647.3475620841,,,,,,,,,1997,1990,2.3142944589525225,343.9883127624886,0.8391048717356183,5.840607682268602
1701100001,38177.65334690761,4274,BAXTER SPRINGS CITY,17,011,1572555.7211940517,,,,,,,,,,38177.65334690761,639930.1894338799,932625.5317601716,,,,,,,,,1997,1990,8.932534709150119,367.93535825785017,2.189700196622977,5.907907265831433
1701600801,136348.76195324145,453,NEW STRAWN CITY,17,016,161800.53085117988,,,,,,,,,,136348.76195324145,161800.53085117988,,,,,,,,,,1997,1990,300.99064448839175,357.1755647928916,5.707079182831923,5.878227439027753
1701800007,92717.1581282042,11804,WINFIELD CITY,17,018,6884703.486892339,,,,,,,,,,92717.1581282042,4595862.269570593,2216121.877613351,,,,72719.33970839545,,,,,1997,1990,7.854723663860065,583.2517355889815,2.061115091440143,6.368618886617612
1702100004,30905.719376068064,875,ENTERPRISE CITY,17,021,292695.34232629166,,,,,,,,,,30905.719376068064,292695.34232629166,,,,,,,,,,1997,1990,35.32082214407779,334.50896265861905,3.5644726524772485,5.8126636734054955
1702200007,9089.917463549431,1127,WATHENA CITY,17,022,119986.91051885248,,,,,,,,,,9089.917463549431,119986.91051885248,,,,,,,,,,1997,1990,8.065587811490179,106.46575911167035,2.0876065931729713,4.667823422765296
1702300003,4263171.290404683,71887,LAWRENCE CITY,17,023,36170599.570955895,,,,,,45449.58731774716,4217721.703086936,,,,19401519.834199905,16098243.827946043,,,,670835.908809948,,,,,1997,1990,59.30378636477643,503.1591187691223,4.0826731549733255,6.220906459576186
